USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.2 103276  9072 ?        Ss   01:34   0:02 /sbin/init auto noprompt
lkq123     10681  0.0  1.1 372052 45244 ?        S    03:05   0:00 /snap/code/88/usr/share/code/code --type=zygote --no-sandbox
lkq123     10719  5.1  3.1 557676 125936 ?       Sl   03:05   0:19 /snap/code/88/usr/share/code/code --type=gpu-process --field-trial-handle=17687635483820488368,1864158679050295386,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --disable-color-correct-rendering --no-sandbox --enable-crash-reporter=cebad03e-cb17-4878-a7a4-494161532698,no_channel --global-crash-keys=cebad03e-cb17-4878-a7a4-494161532698,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.64.2 --user-data-dir=/home/lkq123/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --use-gl=swiftshader-webgl --shared-files
lkq123     10722  0.0  1.4 427628 59240 ?        Sl   03:05   0:00 /snap/code/88/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=17687635483820488368,1864158679050295386,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=cebad03e-cb17-4878-a7a4-494161532698,no_channel --global-crash-keys=cebad03e-cb17-4878-a7a4-494161532698,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.64.2 --user-data-dir=/home/lkq123/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100
lkq123     10740  5.0  6.6 53093520 266332 ?     Sl   03:05   0:19 /snap/code/88/usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=17687635483820488368,1864158679050295386,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --disable-gpu-compositing --lang=en-US --enable-crash-reporter=cebad03e-cb17-4878-a7a4-494161532698,no_channel --global-crash-keys=cebad03e-cb17-4878-a7a4-494161532698,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.64.2 --user-data-dir=/home/lkq123/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/88/usr/share/code/resources/app --no-sandbox --no-zygote --num-raster-threads=1 --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100 --vscode-window-config=vscode:f74b3701-ba85-4580-8fb5-d98ef2658239
lkq123     10774  3.8  9.2 38261052 367112 ?     Sl   03:05   0:14 /snap/code/88/usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /snap/code/88/usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
lkq123     10786  0.9  3.4 42503072 136196 ?     Sl   03:05   0:03 /snap/code/88/usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=17687635483820488368,1864158679050295386,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --disable-gpu-compositing --lang=en-US --enable-crash-reporter=cebad03e-cb17-4878-a7a4-494161532698,no_channel --global-crash-keys=cebad03e-cb17-4878-a7a4-494161532698,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.64.2 --user-data-dir=/home/lkq123/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/88/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --num-raster-threads=1 --renderer-client-id=8 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100 --vscode-window-config=vscode:b29b8622-5072-4869-829f-c801bee33ed5 --vscode-window-kind=shared-process
lkq123     10810  0.7  2.3 38161860 95408 ?      Sl   03:05   0:02 /snap/code/88/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/88/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=10774
lkq123     10819  0.4  1.8 38201956 75652 ?      Sl   03:05   0:01 /snap/code/88/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/88/usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost
lkq123     10836  0.0  0.0   2620   544 ?        S    03:05   0:00 /bin/sh -c "/home/lkq123/.vscode/extensions/ms-vsliveshare.vsliveshare-1.0.5418/dotnet_modules/vsls-agent" --autoexit --enableRpcInitialize --pipe vscode.18a3b7458d199fadcf7a3b54f6800bf7 --service https://prod.liveshare.vsengsaas.visualstudio.com/ --signalRServiceUri https://signlr-prod.core.vsengsaas.visualstudio.com/api/signalr/signalrhub --agentExtensionPath "/home/lkq123/.vscode/extensions/ms-vsliveshare.vsliveshare-1.0.5418/dotnet_modules/Microsoft.VisualStudio.LiveShare.Agent.PresenceService.dll"
lkq123     10837  0.3  1.8 3335612 75244 ?       Sl   03:05   0:01 /home/lkq123/.vscode/extensions/ms-vsliveshare.vsliveshare-1.0.5418/dotnet_modules/vsls-agent --autoexit --enableRpcInitialize --pipe vscode.18a3b7458d199fadcf7a3b54f6800bf7 --service https://prod.liveshare.vsengsaas.visualstudio.com/ --signalRServiceUri https://signlr-prod.core.vsengsaas.visualstudio.com/api/signalr/signalrhub --agentExtensionPath /home/lkq123/.vscode/extensions/ms-vsliveshare.vsliveshare-1.0.5418/dotnet_modules/Microsoft.VisualStudio.LiveShare.Agent.PresenceService.dll
lkq123     10853  0.0  1.6 38204380 67572 ?      Sl   03:05   0:00 /snap/code/88/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/88/usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
lkq123     10882  0.0  0.5 1179952 23052 ?       Sl   03:05   0:00 /home/lkq123/.vscode/extensions/ms-vscode.cpptools-1.9.1/bin/cpptools
lkq123     10908  0.8  2.8 38194644 114468 ?     Sl   03:05   0:03 /snap/code/88/usr/share/code/code --ms-enable-electron-run-as-node /home/lkq123/.vscode/extensions/streetsidesoftware.code-spell-checker-2.1.7/packages/_server/dist/main.js --node-ipc --clientProcessId=10774
lkq123     11004  0.0  0.1  19256  5124 pts/1    Ss+  03:06   0:00 /usr/bin/bash
lkq123     11774  0.0  0.1  19256  5212 pts/2    Ss   03:08   0:00 bash
root       11878  0.1  0.0      0     0 ?        I    03:09   0:00 [kworker/0:1-events]
root       16377  0.0  0.4 293736 16632 ?        Ssl  03:10   0:00 /usr/lib/packagekit/packagekitd
lkq123     16510  0.0  0.2 4809436 11140 ?       Sl   03:11   0:00 /home/lkq123/.vscode/extensions/ms-vscode.cpptools-1.9.1/bin/cpptools-srv 10882 {164B3B8F-C595-48C6-B729-F1A27FF487D9}
root       16520  0.0  0.0      0     0 ?        I    03:11   0:00 [kworker/1:2-events]
lkq123     16521  0.0  0.0  20132  3512 pts/2    R+   03:11   0:00 ps aux
